ISSUANCEDATE,BONDS,SERIES,ACTUALTERMTOMATURITY,ORIGINALTERMTOMATURITY,REDEMTIONDATE,COUPON,OFFEREDQUANTITY,PURCHASEDQUANTITY,ADDITIONALPURCHASED,AVERAGEPRICE,CUTOFFPRICE,TOTALFUNDING,DEMANDEDAMOUNT,COVERRATIO,GROSSAVGYIELD,GROSSCUTOFFYIELD
5/16/2022 12:00:00 AM,ממשלתית,1175777,2.5,3,31/10/2024,0.4,250,250,0,96.83,96.78,242.08,1307,5.2,1.82,1.84
5/16/2022 12:00:00 AM,ממשלתית,1180660,10,11,30/04/2032,1.3,150,150,0,88.36,88.2,132.54,656,4.4,2.65,2.67
5/16/2022 12:00:00 AM,ממשלתית צמודה,1168301,29.5,31,30/11/2051,0.5,200,200,0,94.26,93.06,188.52,669.3,3.3,0.9,0.95
05/10/2022 00:00,ממשלתית,1174697,3.8,5,27/02/2026,0.5,53,47,-6,94.45,94.45,44.39,47,0.9,2.06,2.06
05/10/2022 00:00,ממשלתית,1175777,2.5,3,31/10/2024,0.4,49,49,0,96.78,96.78,47.42,49,1,1.83,1.83
05/10/2022 00:00,ממשלתית,1184076,30.6,31,29/11/2052,2.8,53.7,5,-48.7,88.08,88.08,4.4,5,0.1,3.48,3.48
05/10/2022 00:00,ממשלתית צמודה,1172220,9.6,11,30/11/2031,0.1,42,16.8,-25.2,106.24,106.24,17.85,16.8,0.4,-0.01,-0.01
05/09/2022 00:00,ממשלתית,1174697,3.8,5,27/02/2026,0.5,200,200,0,94.45,94.37,188.9,892,4.5,2.06,2.08
05/09/2022 00:00,ממשלתית,1175777,2.5,3,31/10/2024,0.4,250,250,0,96.78,96.75,241.95,1549,6.2,1.82,1.84
05/09/2022 00:00,ממשלתית,1180660,10,11,30/04/2032,1.3,150,150,0,88.96,88.86,133.44,735,4.9,2.57,2.58
05/09/2022 00:00,ממשלתית,1184076,30.6,31,29/11/2052,2.8,200,200,0,88.08,87,176.16,432,2.2,3.48,3.54
05/09/2022 00:00,ממשלתית צמודה,1172220,9.6,11,30/11/2031,0.1,150,150,0,106.24,106.21,159.36,882,5.9,-0.01,-0.01
4/26/2022 12:00:00 AM,ממשלתית,1184076,30.6,31,29/11/2052,2.8,58,53.9,-4.1,91.77,91.77,49.46,53.9,0.9,3.26,3.26
4/25/2022 12:00:00 AM,ממשלתית,1174697,3.8,5,27/02/2026,0.5,200,200,0,95.03,94.92,190.06,764,3.8,1.87,1.9
4/25/2022 12:00:00 AM,ממשלתית,1175777,2.5,3,31/10/2024,0.4,250,250,0,97.16,97.15,242.9,1310,5.2,1.64,1.64
4/25/2022 12:00:00 AM,ממשלתית,1180660,10,11,30/04/2032,1.3,200,200,0,90.07,90.05,180.14,1088,5.4,2.51,2.52
4/25/2022 12:00:00 AM,ממשלתית,1184076,30.6,31,29/11/2052,2.8,200,200,0,91.77,91.62,183.54,966,4.8,3.26,3.27
4/25/2022 12:00:00 AM,ממשלתית צמודה,1172220,9.6,11,30/11/2031,0.1,150,150,0,109.23,109.18,163.85,894,6,-0.04,-0.04
04/11/2022 00:00,ממשלתית,1174697,3.9,5,27/02/2026,0.5,200,200,0,94.86,94.86,189.72,1063,5.3,1.9,1.9
04/11/2022 00:00,ממשלתית,1175777,2.6,3,31/10/2024,0.4,250,250,0,97.04,97.04,242.6,1615,6.5,1.66,1.66
04/11/2022 00:00,ממשלתית,1180660,10.1,11,30/04/2032,1.3,200,200,0,91.19,91.15,182.38,941,4.7,2.37,2.38
04/11/2022 00:00,ממשלתית צמודה,1168301,29.6,31,30/11/2051,0.5,150,150,0,101.08,100.6,151.62,670,4.5,0.6,0.61
04/11/2022 00:00,ממשלתית צמודה,1172220,9.6,11,30/11/2031,0.1,200,200,0,110.45,110.3,220.9,706,3.5,-0.06,-0.05
04/05/2022 00:00,ממשלתית,1184076,30.6,31,29/11/2052,2.8,60,60,0,93.31,93.31,55.99,60,1,3.17,3.17
04/04/2022 00:00,ממשלתית,1174697,3.9,5,27/02/2026,0.5,150,150,0,95.65,95.65,143.48,964,6.4,1.67,1.67
04/04/2022 00:00,ממשלתית,1175777,2.6,3,31/10/2024,0.4,250,250,0,97.39,97.36,243.48,1423,5.7,1.51,1.52
04/04/2022 00:00,ממשלתית,1184076,30.7,31,29/11/2052,2.8,200,200,0,93.31,93.21,186.62,707,3.5,3.17,3.17
04/04/2022 00:00,ממשלתית צמודה,1169564,4.3,6,31/07/2026,0.1,200,200,0,111.49,111.45,222.98,1135,5.7,-0.16,-0.15
3/29/2022 12:00:00 AM,ממשלתית,1174697,3.9,5,27/02/2026,0.5,52.2,41.7,-10.5,94.83,94.83,39.51,41.7,0.8,1.89,1.89
3/29/2022 12:00:00 AM,ממשלתית,1175777,2.6,3,31/10/2024,0.4,66.5,62,-4.5,97.04,97.04,60.16,62,0.9,1.64,1.64
3/29/2022 12:00:00 AM,ממשלתית,1180660,10.1,11,30/04/2032,1.3,53,53,0,90.81,90.81,48.13,53,1,2.41,2.41
3/29/2022 12:00:00 AM,ממשלתית,1184076,30.7,31,29/11/2052,2.8,56.6,38.5,-18.1,89.51,89.51,34.46,38.5,0.7,3.37,3.37
3/29/2022 12:00:00 AM,ממשלתית צמודה,1172220,9.7,11,30/11/2031,0.1,45,45,0,108.88,108.88,49,45,1,-0.04,-0.04
3/28/2022 12:00:00 AM,ממשלתית,1174697,3.9,5,27/02/2026,0.5,200,200,0,94.83,94.78,189.66,841,4.2,1.89,1.9
3/28/2022 12:00:00 AM,ממשלתית,1175777,2.6,3,31/10/2024,0.4,250,250,0,97.04,97.02,242.6,1032,4.1,1.64,1.65
3/28/2022 12:00:00 AM,ממשלתית,1180660,10.1,11,30/04/2032,1.3,200,200,0,90.81,90.72,181.62,837,4.2,2.41,2.42
3/28/2022 12:00:00 AM,ממשלתית,1184076,30.7,31,29/11/2052,2.8,200,200,0,89.51,89.51,179.02,798,4,3.37,3.37
3/28/2022 12:00:00 AM,ממשלתית צמודה,1172220,9.7,11,30/11/2031,0.1,150,150,0,108.88,108.88,163.32,931,6.2,-0.04,-0.04
3/21/2022 12:00:00 AM,ממשלתית,1174697,3.9,5,27/02/2026,0.5,200,200,0,96.05,96.02,192.1,850,4.3,1.55,1.56
3/21/2022 12:00:00 AM,ממשלתית,1175777,2.6,3,31/10/2024,0.4,250,250,0,97.96,97.92,244.9,783,3.1,1.26,1.27
3/21/2022 12:00:00 AM,ממשלתית,1180660,10.1,11,30/04/2032,1.3,200,200,0,93.25,93.24,186.5,1109,5.5,2.11,2.12
3/21/2022 12:00:00 AM,ממשלתית צמודה,1169564,4.4,6,31/07/2026,0.1,150,150,0,113.58,113.55,170.37,754,5,-0.2,-0.19
3/21/2022 12:00:00 AM,ממשלתית צמודה,1172220,9.7,11,30/11/2031,0.1,200,200,0,112.22,112.16,224.44,830,4.2,-0.07,-0.07
3/15/2022 12:00:00 AM,ממשלתית,1174697,3.9,5,27/02/2026,0.5,17.2,14.6,-2.5,96.25,96.25,14.09,14.6,0.9,1.49,1.49
3/15/2022 12:00:00 AM,ממשלתית,1175777,2.6,3,31/10/2024,0.4,14,13.6,-0.3,98.08,98.08,13.36,13.6,1,1.2,1.2
3/15/2022 12:00:00 AM,ממשלתית,1184076,30.7,31,29/11/2052,2.8,50,45,-5,92.01,92.01,41.4,45,0.9,3.23,3.23
3/15/2022 12:00:00 AM,ממשלתית צמודה,1172220,9.7,11,30/11/2031,0.1,28.2,27.4,-0.8,110.7,110.7,30.33,27.4,1,-0.06,-0.06
3/14/2022 12:00:00 AM,ממשלתית,1174697,4,5,27/02/2026,0.5,200,200,0,96.25,96.17,192.5,885,4.4,1.49,1.51
3/14/2022 12:00:00 AM,ממשלתית,1175777,2.6,3,31/10/2024,0.4,200,200,0,98.08,98.06,196.16,1151,5.8,1.2,1.21
3/14/2022 12:00:00 AM,ממשלתית,1184076,30.7,31,29/11/2052,2.8,200,200,0,92.01,92.01,184.02,811,4.1,3.23,3.23
3/14/2022 12:00:00 AM,ממשלתית צמודה,1172220,9.7,11,30/11/2031,0.1,150,150,0,110.7,110.63,166.05,856,5.7,-0.06,-0.06
3/14/2022 12:00:00 AM,ממשלתית בריבית משתנה,1166552,8.7,10,29/11/2030,0.38,250,250,0,99.13,99.13,247.83,1152,4.6,0.48,0.48
03/08/2022 00:00,ממשלתית,1180660,10.1,11,30/04/2032,1.3,25.5,22.5,-3,94.21,94.21,21.2,22.5,0.9,2,2
03/07/2022 00:00,ממשלתית,1174697,4,5,27/02/2026,0.5,250,250,0,96.92,96.85,242.3,763,3.1,1.3,1.32
03/07/2022 00:00,ממשלתית,1175777,2.6,3,31/10/2024,0.4,200,200,0,98.47,98.44,196.94,948,4.7,1.04,1.05
03/07/2022 00:00,ממשלתית,1180660,10.1,11,30/04/2032,1.3,200,200,0,94.21,94.17,188.42,909,4.5,2,2
03/07/2022 00:00,ממשלתית צמודה,1168301,29.7,31,30/11/2051,0.5,150,150,0,102.25,102.05,153.38,711,4.7,0.53,0.53
03/07/2022 00:00,ממשלתית צמודה,1169564,4.4,6,31/07/2026,0.1,200,200,0,114.01,113.95,228.02,709,3.5,-0.22,-0.22
03/01/2022 00:00,ממשלתית,1174697,4,5,27/02/2026,0.5,64.3,50.8,-13.5,96.9,96.9,49.24,50.8,0.8,1.3,1.3
03/01/2022 00:00,ממשלתית,1175777,2.7,3,31/10/2024,0.4,73.2,67.2,-6,98.35,98.35,66.06,67.2,0.9,1.08,1.08
03/01/2022 00:00,ממשלתית,1180660,10.2,11,30/04/2032,1.3,55.2,53.8,-1.4,94.91,94.91,51.05,53.8,1,1.91,1.91
03/01/2022 00:00,ממשלתית צמודה,1169564,4.4,6,31/07/2026,0.1,37.5,34.5,-3,111.49,111.49,38.46,34.5,0.9,-0.17,-0.17
03/01/2022 00:00,ממשלתית צמודה,1172220,9.7,11,30/11/2031,0.1,33,33,0,110.08,110.08,36.33,33,1,-0.06,-0.06
2/28/2022 12:00:00 AM,ממשלתית,1174697,4,5,27/02/2026,0.5,250,250,0,96.9,96.87,242.25,1080,4.3,1.3,1.31
2/28/2022 12:00:00 AM,ממשלתית,1175777,2.7,3,31/10/2024,0.4,300,300,0,98.35,98.33,295.05,1031,3.4,1.08,1.09
2/28/2022 12:00:00 AM,ממשלתית,1180660,10.2,11,30/04/2032,1.3,200,200,0,94.91,94.9,189.82,864,4.3,1.91,1.91
2/28/2022 12:00:00 AM,ממשלתית צמודה,1169564,4.4,6,31/07/2026,0.1,150,150,0,111.49,111.35,167.24,521,3.5,-0.17,-0.16
2/28/2022 12:00:00 AM,ממשלתית צמודה,1172220,9.8,11,30/11/2031,0.1,150,150,0,110.08,110.03,165.12,959,6.4,-0.06,-0.06
2/21/2022 12:00:00 AM,ממשלתית,1174697,4,5,27/02/2026,0.5,300,300,0,98.22,98.2,294.66,1325,4.4,1.07,1.07
2/21/2022 12:00:00 AM,ממשלתית,1175777,2.7,3,31/10/2024,0.4,350,350,0,99.2,99.18,347.2,1505,4.3,0.75,0.76
2/21/2022 12:00:00 AM,ממשלתית,1180660,10.2,11,30/04/2032,1.3,200,200,0,97,96.92,194,741,3.7,1.68,1.69
2/21/2022 12:00:00 AM,ממשלתית צמודה,1168301,29.8,31,30/11/2051,0.5,150,150,0,102.08,101.92,153.12,592,3.9,0.53,0.54
2/21/2022 12:00:00 AM,ממשלתית צמודה,1172220,9.8,11,30/11/2031,0.1,150,150,0,111.75,111.72,167.63,1169,7.8,-0.07,-0.07
2/14/2022 12:00:00 AM,ממשלתית,1174697,4,5,27/02/2026,0.5,250,250,0,98.62,98.59,246.55,1426,5.7,0.96,0.97
2/14/2022 12:00:00 AM,ממשלתית,1175777,2.7,3,31/10/2024,0.4,300,300,0,99.19,99.18,297.57,1720,5.7,0.75,0.75
2/14/2022 12:00:00 AM,ממשלתית,1180660,10.2,11,30/04/2032,1.3,200,200,0,96.7,96.7,193.4,1293.8,6.5,1.71,1.71
2/14/2022 12:00:00 AM,ממשלתית,1184076,30.8,31,29/11/2052,0,250,250,0,99.87,99.16,249.68,1176.2,4.7,2.81,2.84
2/14/2022 12:00:00 AM,ממשלתית צמודה,1169564,4.5,6,31/07/2026,0.1,150,150,0,112.12,112.1,168.18,833.8,5.6,-0.18,-0.18
02/08/2022 00:00,ממשלתית,1174697,4.1,5,27/02/2026,0.5,69,67,-2,98.72,98.72,66.14,67,1,0.93,0.93
02/08/2022 00:00,ממשלתית,1175777,2.7,3,31/10/2024,0.4,57.2,38.7,-18.5,99.43,99.43,38.48,38.7,0.7,0.65,0.65
02/08/2022 00:00,ממשלתית,1184076,30.8,31,29/11/2052,0,75,45,-30,99.07,99.07,44.58,45,0.6,2.85,2.85
02/08/2022 00:00,ממשלתית צמודה,1172220,9.8,11,30/11/2031,0.1,40.8,40.8,0,111.76,111.76,45.54,40.8,1,-0.07,-0.07
02/08/2022 00:00,ממשלתית בריבית משתנה,1166552,8.8,10,29/11/2030,0,44.4,32.7,-11.7,99.32,99.32,32.48,32.7,0.7,0.08,0.08
02/07/2022 00:00,ממשלתית,1174697,4.1,5,27/02/2026,0.5,300,300,0,98.72,98.7,296.16,1600,5.3,0.93,0.93
02/07/2022 00:00,ממשלתית,1175777,2.7,3,31/10/2024,0.4,300,300,0,99.43,99.4,298.29,1171,3.9,0.65,0.66
02/07/2022 00:00,ממשלתית,1184076,30.8,31,29/11/2052,0,250,250,0,99.07,98.2,247.68,1114,4.5,2.85,2.89
02/07/2022 00:00,ממשלתית צמודה,1172220,9.8,11,30/11/2031,0.1,150,150,0,111.76,111.7,167.64,801,5.3,-0.07,-0.07
02/07/2022 00:00,ממשלתית בריבית משתנה,1166552,8.8,10,29/11/2030,0,150,150,0,99.32,99.31,148.98,933,6.2,0.08,0.08
1/31/2022 12:00:00 AM,ממשלתית,1174697,4.1,5,27/02/2026,0.5,250,250,0,99.32,99.29,248.3,1231,4.9,0.77,0.78
1/31/2022 12:00:00 AM,ממשלתית,1175777,2.8,3,31/10/2024,0.4,300,300,0,99.8,99.76,299.4,1281,4.3,0.51,0.52
1/31/2022 12:00:00 AM,ממשלתית,1180660,10.3,11,30/04/2032,1.3,200,200,0,98.18,98.11,196.36,1050,5.3,1.54,1.55
1/31/2022 12:00:00 AM,ממשלתית צמודה,1169564,4.5,6,31/07/2026,0.1,200,200,0,112.15,112.15,224.3,1235,6.2,-0.18,-0.18
1/31/2022 12:00:00 AM,ממשלתית צמודה,1172220,9.8,11,30/11/2031,0.1,200,200,0,115.4,115.26,230.8,1003,5,-0.11,-0.11
1/24/2022 12:00:00 AM,ממשלתית,1174697,4.1,5,27/02/2026,0.5,200,200,0,99.32,99.31,198.64,1469,7.3,0.77,0.77
1/24/2022 12:00:00 AM,ממשלתית,1175777,2.8,3,31/10/2024,0.4,250,250,0,99.83,99.82,249.58,1652,6.6,0.5,0.5
1/24/2022 12:00:00 AM,ממשלתית,1180660,10.3,11,30/04/2032,1.3,250,250,0,98.56,98.56,246.4,1124,4.5,1.49,1.49
1/24/2022 12:00:00 AM,ממשלתית צמודה,1168301,29.8,31,30/11/2051,0.5,200,200,0,109.21,108.92,218.42,858,4.3,0.28,0.29
1/24/2022 12:00:00 AM,ממשלתית צמודה,1169564,4.5,6,31/07/2026,0.1,150,150,0,112.36,112.3,168.54,999,6.7,-0.18,-0.18
1/17/2022 12:00:00 AM,ממשלתית,1140193,25.2,30,31/03/2047,3.75,150,150,0,128.13,128.03,192.2,847.6,5.7,2.41,2.41
1/17/2022 12:00:00 AM,ממשלתית,1174697,4.1,5,27/02/2026,0.5,250,250,0,99.31,99.28,248.28,1442.5,5.8,0.77,0.78
1/17/2022 12:00:00 AM,ממשלתית,1175777,2.8,3,31/10/2024,0.4,300,300,0,99.93,99.93,299.79,1769,5.9,0.45,0.45
1/17/2022 12:00:00 AM,ממשלתית,1180660,10.3,11,30/04/2032,1.3,250,250,0,98.73,98.7,246.83,1572,6.3,1.47,1.48
1/17/2022 12:00:00 AM,ממשלתית צמודה,1172220,9.9,11,30/11/2031,0.1,200,200,0,117.27,117.18,234.54,940.3,4.7,-0.12,-0.12
01/11/2022 00:00,ממשלתית,1174697,4.1,5,27/02/2026,0.5,36.5,4.7,-31.8,100,100,4.71,4.7,0.1,0.59,0.59
01/11/2022 00:00,ממשלתית צמודה,1168301,29.9,31,30/11/2051,0.5,45,45,0,114.12,114.12,51.35,45,1,0.11,0.11
01/10/2022 00:00,ממשלתית,1174697,4.1,5,27/02/2026,0.5,300,300,0,100,99.97,300,1808,6,0.59,0.6
01/10/2022 00:00,ממשלתית,1175777,2.8,3,31/10/2024,0.4,350,350,0,100.31,100.31,351.09,2810,8,0.32,0.32
01/10/2022 00:00,ממשלתית צמודה,1168301,29.9,31,30/11/2051,0.5,150,150,0,114.12,114.12,171.18,968,6.5,0.11,0.11
01/10/2022 00:00,ממשלתית צמודה,1169564,4.6,6,31/07/2026,0.1,200,200,0,113.34,113.31,226.68,1657,8.3,-0.21,-0.21
01/10/2022 00:00,ממשלתית בריבית משתנה,1166552,8.9,10,29/11/2030,0,150,150,0,99.38,99.36,149.07,1203,8,0.07,0.07
12/14/2021 12:00:00 AM,ממשלתית,1175777,2.9,3,31/10/2024,0.4,49.6,4.1,-45.5,100.69,100.69,4.18,4.1,0.1,0.18,0.18
12/14/2021 12:00:00 AM,ממשלתית,1180660,10.4,11,30/04/2032,1.3,55.9,46,-9.9,101.43,101.43,46.66,46,0.8,1.18,1.18
12/14/2021 12:00:00 AM,ממשלתית צמודה,1169564,4.6,6,31/07/2026,0.1,40,40,0,113.82,113.82,45.53,40,1,-0.22,-0.22
12/14/2021 12:00:00 AM,ממשלתית צמודה,1172220,10,11,30/11/2031,0.1,60,30,-30,118.18,118.18,35.45,30,0.5,-0.13,-0.13
12/13/2021 12:00:00 AM,ממשלתית,1140193,25.3,30,31/03/2047,3.75,150,150,0,134.81,134.7,202.22,528,3.5,2.1,2.1
12/13/2021 12:00:00 AM,ממשלתית,1175777,2.9,3,31/10/2024,0.4,200,200,0,100.69,100.68,201.38,1341,6.7,0.18,0.18
12/13/2021 12:00:00 AM,ממשלתית,1180660,10.4,11,30/04/2032,1.3,200,200,0,101.43,101.4,202.86,1422,7.1,1.18,1.18
12/13/2021 12:00:00 AM,ממשלתית צמודה,1169564,4.6,6,31/07/2026,0.1,200,200,0,113.82,113.82,227.64,1222,6.1,-0.22,-0.22
12/13/2021 12:00:00 AM,ממשלתית צמודה,1172220,10,11,30/11/2031,0.1,200,200,0,118.18,118.16,236.36,953,4.8,-0.13,-0.13
12/07/2021 00:00,ממשלתית,1180660,10.4,11,30/04/2032,1.3,54,33,-21,101.78,101.78,33.59,33,0.6,1.14,1.14
12/07/2021 00:00,ממשלתית צמודה,1168301,30,31,30/11/2051,0.5,51.4,51.1,-0.3,113.98,113.98,58.2,51.1,1,0.11,0.11
12/06/2021 00:00,ממשלתית,1174697,4.2,5,27/02/2026,0.5,200,200,0,100.91,100.84,201.82,1232,6.2,0.36,0.38
12/06/2021 00:00,ממשלתית,1175777,2.9,3,31/10/2024,0.4,200,200,0,100.76,100.74,201.52,1252,6.3,0.15,0.16
12/06/2021 00:00,ממשלתית,1180660,10.4,11,30/04/2032,1.3,200,200,0,101.78,101.74,203.56,1048,5.2,1.14,1.14
12/06/2021 00:00,ממשלתית צמודה,1168301,30,31,30/11/2051,0.5,200,200,0,113.98,113.8,227.96,934,4.7,0.11,0.12
12/06/2021 00:00,ממשלתית בריבית משתנה,1166552,9,10,29/11/2030,0,200,200,0,99.25,99.18,198.5,1072,5.4,0.08,0.09
11/30/2021 12:00:00 AM,ממשלתית,1140193,25.3,30,31/03/2047,3.75,59.5,58,-1.5,134.35,134.35,77.92,58,1,2.11,2.11
11/30/2021 12:00:00 AM,ממשלתית,1174697,4.2,5,27/02/2026,0.5,65,65,0,100.7,100.7,65.46,65,1,0.41,0.41
11/30/2021 12:00:00 AM,ממשלתית,1175777,2.9,3,31/10/2024,0.4,47.8,35,-12.8,100.63,100.63,35.22,35,0.7,0.2,0.2
11/30/2021 12:00:00 AM,ממשלתית,1180660,10.4,11,30/04/2032,1.3,50.4,46.7,-3.7,101.27,101.27,47.29,46.7,0.9,1.19,1.19
11/30/2021 12:00:00 AM,ממשלתית צמודה,1172220,10,11,30/11/2031,0.1,54,54,0,118.16,118.16,63.81,54,1,-0.13,-0.13
11/29/2021 12:00:00 AM,ממשלתית,1140193,25.3,30,31/03/2047,3.75,300,300,0,134.35,134.33,403.05,1308.7,4.4,2.11,2.11
11/29/2021 12:00:00 AM,ממשלתית,1174697,4.2,5,27/02/2026,0.5,250,250,0,100.7,100.68,251.75,1218.6,4.9,0.41,0.42
11/29/2021 12:00:00 AM,ממשלתית,1175777,2.9,3,31/10/2024,0.4,200,200,0,100.63,100.62,201.26,1102,5.5,0.2,0.2
11/29/2021 12:00:00 AM,ממשלתית,1180660,10.4,11,30/04/2032,1.3,250,250,0,101.27,101.24,253.18,1235.2,4.9,1.19,1.19
11/29/2021 12:00:00 AM,ממשלתית צמודה,1172220,10,11,30/11/2031,0.1,250,250,0,118.16,118.14,295.4,1315.8,5.3,-0.13,-0.13
11/23/2021 12:00:00 AM,ממשלתית צמודה,1168301,30,31,30/11/2051,0.5,53.5,12.4,-41.1,113.94,113.94,14.13,12.4,0.2,0.13,0.13
11/22/2021 12:00:00 AM,ממשלתית,1174697,4.3,5,27/02/2026,0.5,250,250,0,100.32,100.32,250.8,1569,6.3,0.5,0.5
11/22/2021 12:00:00 AM,ממשלתית,1175777,2.9,3,31/10/2024,0.4,300,300,0,100.29,100.27,300.87,1967,6.6,0.31,0.32
11/22/2021 12:00:00 AM,ממשלתית,1180660,10.4,11,30/04/2032,1.3,250,250,0,100.48,100.45,251.2,1306,5.2,1.27,1.27
11/22/2021 12:00:00 AM,ממשלתית צמודה,1168301,30,31,30/11/2051,0.5,200,200,0,113.94,113.62,227.88,1037,5.2,0.13,0.14
11/22/2021 12:00:00 AM,ממשלתית צמודה,1169564,4.7,6,31/07/2026,0.1,250,250,0,112.58,112.56,281.45,1506,6,-0.19,-0.19
11/09/2021 00:00,ממשלתית,1174697,4.3,5,27/02/2026,0.5,75,75,0,99.28,99.28,74.46,75,1,0.74,0.74
11/09/2021 00:00,ממשלתית,1180660,10.5,11,30/04/2032,1.3,59.2,42.4,-16.8,98.67,98.67,41.83,42.4,0.7,1.45,1.45
11/09/2021 00:00,ממשלתית צמודה,1168301,30.1,31,30/11/2051,0.5,51.8,8,-43.8,110.86,110.86,8.87,8,0.2,0.22,0.22
11/08/2021 00:00,ממשלתית,1174697,4.3,5,27/02/2026,0.5,250,250,0,99.28,99.28,248.2,1440,5.8,0.74,0.74
11/08/2021 00:00,ממשלתית,1175777,3,3,31/10/2024,0.4,250,250,0,99.8,99.8,249.5,1558,6.2,0.47,0.47
11/08/2021 00:00,ממשלתית,1180660,10.5,11,30/04/2032,1.3,250,250,0,98.67,98.58,246.68,1140,4.6,1.45,1.46
11/08/2021 00:00,ממשלתית צמודה,1168301,30.1,31,30/11/2051,0.5,200,200,0,110.86,110.77,221.72,1054,5.3,0.22,0.23
11/08/2021 00:00,ממשלתית צמודה,1172220,10.1,11,30/11/2031,0.1,250,250,0,115.57,115.49,288.93,820,3.3,-0.11,-0.11
11/02/2021 00:00,ממשלתית,1180660,10.5,11,30/04/2032,1.3,72,69,-3,98.51,98.51,67.97,69,1,1.46,1.46
11/02/2021 00:00,ממשלתית בריבית משתנה,1166552,9.1,10,29/11/2030,0,72.4,15,-57.4,98.93,98.93,14.84,15,0.2,0.12,0.12
11/01/2021 00:00,ממשלתית,1174697,4.3,5,27/02/2026,0.5,200,200,0,99.15,99.11,198.3,791,4,0.77,0.78
11/01/2021 00:00,ממשלתית,1175777,3,3,31/10/2024,0.4,250,250,0,99.61,99.58,249.03,1043,4.2,0.53,0.54
11/01/2021 00:00,ממשלתית,1180660,10.5,11,30/04/2032,1.3,250,250,0,98.51,98.47,246.28,972,3.9,1.46,1.47
11/01/2021 00:00,ממשלתית צמודה,1169564,4.7,6,31/07/2026,0.1,250,250,0,113.19,113.12,282.98,930,3.7,-0.2,-0.2
11/01/2021 00:00,ממשלתית בריבית משתנה,1166552,9.1,10,29/11/2030,0,300,300,0,98.93,98.91,296.79,1551,5.2,0.12,0.12
10/26/2021 12:00:00 AM,ממשלתית,1174697,4.3,5,27/02/2026,0.5,75,43.9,-31.1,99.31,99.31,43.61,43.9,0.6,0.73,0.73
10/26/2021 12:00:00 AM,ממשלתית צמודה,1169564,4.8,6,31/07/2026,0.1,74,74,0,113.08,113.08,83.68,74,1,-0.2,-0.2
10/26/2021 12:00:00 AM,ממשלתית צמודה,1172220,10.1,11,30/11/2031,0.1,75,75,0,115.06,115.06,86.3,75,1,-0.11,-0.11
10/26/2021 12:00:00 AM,ממשלתית בריבית משתנה,1166552,9.1,10,29/11/2030,0,60,12,-48,99.13,99.13,11.9,12,0.2,0.1,0.1
10/25/2021 12:00:00 AM,ממשלתית,1174697,4.3,5,27/02/2026,0.5,300,300,0,99.31,99.3,297.93,1282,4.3,0.73,0.73
10/25/2021 12:00:00 AM,ממשלתית,1175777,3,3,31/10/2024,0.4,300,300,0,99.88,99.82,299.64,963,3.2,0.49,0.51
10/25/2021 12:00:00 AM,ממשלתית צמודה,1169564,4.8,6,31/07/2026,0.1,250,250,0,113.08,113.08,282.7,943,3.8,-0.2,-0.2
10/25/2021 12:00:00 AM,ממשלתית צמודה,1172220,10.1,11,30/11/2031,0.1,250,250,0,115.06,115,287.65,1398,5.6,-0.11,-0.11
10/25/2021 12:00:00 AM,ממשלתית בריבית משתנה,1166552,9.1,10,29/11/2030,0,200,200,0,99.13,99.11,198.26,1294,6.5,0.1,0.1
10/19/2021 12:00:00 AM,ממשלתית צמודה,1168301,30.1,31,30/11/2051,0.5,62.9,44,-18.9,106.03,106.03,46.65,44,0.7,0.38,0.38
10/18/2021 12:00:00 AM,ממשלתית,1174697,4.4,5,27/02/2026,0.5,300,300,0,99.89,99.85,299.67,2171.5,7.2,0.59,0.6
10/18/2021 12:00:00 AM,ממשלתית,1175777,3,3,31/10/2024,0.4,350,350,0,100.38,100.36,351.33,1391.5,4,0.32,0.33
10/18/2021 12:00:00 AM,ממשלתית,1180660,10.5,11,30/04/2032,0,350,350,0,98.76,98.62,345.66,943.6,2.7,1.43,1.45
10/18/2021 12:00:00 AM,ממשלתית צמודה,1168301,30.1,31,30/11/2051,0.5,250,250,0,106.03,105.85,265.08,1259.9,5,0.38,0.39
10/12/2021 00:00,ממשלתית,1174697,4.4,5,27/02/2026,0.5,57.9,57.9,0,99.64,99.64,57.72,57.9,1,0.64,0.64
10/12/2021 00:00,ממשלתית,1175777,3.1,3,31/10/2024,0.4,67.4,67.4,0,100.3,100.3,67.64,67.4,1,0.35,0.35
10/12/2021 00:00,ממשלתית,1180660,10.5,11,30/04/2032,0,87.9,87.9,0,97.97,97.97,86.12,87.9,1,1.51,1.51
10/12/2021 00:00,ממשלתית צמודה,1172220,10.1,11,30/11/2031,0.1,68,68,0,113.42,113.42,77.13,68,1,-0.09,-0.09
10/12/2021 00:00,ממשלתית בריבית משתנה,1166552,9.1,10,29/11/2030,0,60,57,-3,98.39,98.39,56.08,57,1,0.18,0.18
10/11/2021 00:00,ממשלתית,1174697,4.4,5,27/02/2026,0.5,200,200,0,99.64,99.63,199.28,1510,7.6,0.64,0.64
10/11/2021 00:00,ממשלתית,1175777,3.1,3,31/10/2024,0.4,250,250,0,100.3,100.3,250.75,1159,4.6,0.35,0.35
10/11/2021 00:00,ממשלתית,1180660,10.6,11,30/04/2032,0,300,300,0,97.97,97.81,293.91,1501,5,1.51,1.53
