ISSUANCEDATE,BONDS,SERIES,ACTUALTERMTOMATURITY,ORIGINALTERMTOMATURITY,REDEMTIONDATE,COUPON,OFFEREDQUANTITY,PURCHASEDQUANTITY,ADDITIONALPURCHASED,AVERAGEPRICE,CUTOFFPRICE,TOTALFUNDING,DEMANDEDAMOUNT,COVERRATIO,GROSSAVGYIELD,GROSSCUTOFFYIELD
07/11/2023 00:00,ממשלתית צמודה,1197326,5.3,5,31/10/2028,0,74.2,10,-64.2,99.45,99.45,9.95,10,0.1,1.21,1.21
07/10/2023 00:00,ממשלתית,1180660,8.8,11,30/04/2032,1.3,300,300,0,80.94,80.86,242.82,698,2.3,3.94,3.95
07/10/2023 00:00,ממשלתית,1184076,29.4,31,29/11/2052,2.8,250,250,0,77.44,77.2,193.6,552,2.2,4.26,4.28
07/10/2023 00:00,ממשלתית,1194802,5.6,6,28/02/2029,3.75,300,300,0,99.65,99.61,298.95,885,3,3.99,4
07/10/2023 00:00,ממשלתית צמודה,1172220,8.4,11,30/11/2031,0.1,300,300,0,101.38,101.25,304.14,1057,3.5,1.15,1.17
07/10/2023 00:00,ממשלתית צמודה,1197326,5.3,5,31/10/2028,0,250,250,0,99.45,99.3,248.63,1106,4.4,1.21,1.24
07/04/2023 00:00,ממשלתית,1174697,2.6,5,27/02/2026,0.5,80.5,3,-77.5,91.25,91.25,2.74,3,0,4.12,4.12
07/04/2023 00:00,ממשלתית,1194802,5.6,6,28/02/2029,3.75,72,63,-9,100.36,100.36,63.23,63,0.9,3.84,3.84
07/04/2023 00:00,ממשלתית צמודה,1168301,28.4,31,30/11/2051,0.5,67.4,63.3,-4.1,91.08,91.08,57.68,63.3,0.9,1.25,1.25
07/04/2023 00:00,ממשלתית צמודה,1172220,8.4,11,30/11/2031,0.1,50,50,0,102.18,102.18,51.09,50,1,1.05,1.05
07/03/2023 00:00,ממשלתית,1174697,2.6,5,27/02/2026,0.5,300,300,0,91.25,91.21,273.75,1017,3.4,4.11,4.13
07/03/2023 00:00,ממשלתית,1180660,8.8,11,30/04/2032,1.3,300,300,0,81.73,81.73,245.19,1389,4.6,3.8,3.8
07/03/2023 00:00,ממשלתית,1194802,5.7,6,28/02/2029,3.75,300,300,0,100.36,100.32,301.08,1203,4,3.83,3.84
07/03/2023 00:00,ממשלתית צמודה,1168301,28.4,31,30/11/2051,0.5,250,250,0,91.08,91,227.7,1120,4.5,1.25,1.25
07/03/2023 00:00,ממשלתית צמודה,1172220,8.4,11,30/11/2031,0.1,250,250,0,102.18,102.13,255.45,1392,5.6,1.05,1.06
6/27/2023 12:00:00 AM,ממשלתית צמודה,1168301,28.4,31,30/11/2051,0.5,27.8,11,-16.8,91.09,91.09,10.02,11,0.4,1.25,1.25
6/26/2023 12:00:00 AM,ממשלתית,1174697,2.7,5,27/02/2026,0.5,300,300,0,91.57,91.53,274.71,1673,5.6,3.94,3.96
6/26/2023 12:00:00 AM,ממשלתית,1180660,8.8,11,30/04/2032,1.3,300,300,0,82.84,82.75,248.52,652,2.2,3.63,3.64
6/26/2023 12:00:00 AM,ממשלתית,1194802,5.7,6,28/02/2029,3.75,300,300,0,101.25,101.19,303.75,1520,5.1,3.64,3.65
6/26/2023 12:00:00 AM,ממשלתית צמודה,1168301,28.4,31,30/11/2051,0.5,200,200,0,91.09,91,182.18,1092,5.5,1.25,1.25
6/26/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.1,6,31/07/2026,0.1,200,200,0,107,106.96,214,697,3.5,1.2,1.21
6/26/2023 12:00:00 AM,ממשלתית בריבית משתנה,1166552,7.4,10,29/11/2030,4.7,200,200,0,98.54,98.52,197.08,1346,6.7,5.09,5.09
6/19/2023 12:00:00 AM,ממשלתית,1174697,2.7,5,27/02/2026,0.5,300,300,0,91.59,91.5,274.77,1192,4,3.91,3.94
6/19/2023 12:00:00 AM,ממשלתית,1180660,8.9,11,30/04/2032,1.3,250,250,0,82.9,82.85,207.25,1188.5,4.8,3.61,3.62
6/19/2023 12:00:00 AM,ממשלתית,1184076,29.4,31,29/11/2052,2.8,200,200,0,80.02,79.86,160.04,721.5,3.6,4.07,4.08
6/19/2023 12:00:00 AM,ממשלתית,1194802,5.7,6,28/02/2029,3.75,300,300,0,101.09,101.03,303.27,1278.2,4.3,3.66,3.67
6/19/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.1,6,31/07/2026,0.1,250,250,0,106.65,106.57,266.62,863,3.5,1.3,1.32
6/19/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.4,11,30/11/2031,0.1,200,200,0,102.11,102.05,204.22,922.3,4.6,1.06,1.06
6/13/2023 12:00:00 AM,ממשלתית,1174697,2.7,5,27/02/2026,0.5,90,90,0,91.1,91.1,81.99,90,1,4.09,4.09
6/13/2023 12:00:00 AM,ממשלתית,1180660,8.9,11,30/04/2032,1.3,88.5,85.2,-3.2,81.92,81.92,69.81,85.2,1,3.75,3.75
6/13/2023 12:00:00 AM,ממשלתית,1194802,5.7,6,28/02/2029,3.75,90,90,0,100.25,100.25,90.23,90,1,3.81,3.81
6/13/2023 12:00:00 AM,ממשלתית צמודה,1168301,28.5,31,30/11/2051,0.5,60,13.5,-46.5,89.95,89.95,12.14,13.5,0.2,1.29,1.29
6/13/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.5,11,30/11/2031,0.1,60,60,0,101.11,101.11,60.67,60,1,1.15,1.15
06/12/2023 00:00,ממשלתית,1174697,2.7,5,27/02/2026,0.5,300,300,0,91.1,91.1,273.3,1891,6.3,4.09,4.09
06/12/2023 00:00,ממשלתית,1180660,8.9,11,30/04/2032,1.3,300,300,0,81.92,81.9,245.76,2194,7.3,3.75,3.75
06/12/2023 00:00,ממשלתית,1194802,5.7,6,28/02/2029,3.75,300,300,0,100.25,100.25,300.75,1955,6.5,3.81,3.81
06/12/2023 00:00,ממשלתית צמודה,1168301,28.5,31,30/11/2051,0.5,200,200,0,89.95,89.7,179.9,589,2.9,1.29,1.3
06/12/2023 00:00,ממשלתית צמודה,1169564,3.1,6,31/07/2026,0.1,200,200,0,106.36,106.36,212.72,779,3.9,1.32,1.32
06/12/2023 00:00,ממשלתית צמודה,1172220,8.5,11,30/11/2031,0.1,200,200,0,101.11,101.09,202.22,1078,5.4,1.15,1.15
06/06/2023 00:00,ממשלתית,1174697,2.7,5,27/02/2026,0.5,67.8,44.2,-23.6,90.83,90.83,40.15,44.2,0.7,4.17,4.17
06/06/2023 00:00,ממשלתית,1184076,29.5,31,29/11/2052,2.8,50,50,0,77.27,77.27,38.64,50,1,4.25,4.25
06/06/2023 00:00,ממשלתית,1194802,5.7,6,28/02/2029,3.75,70.2,70.2,0,99.59,99.59,69.91,70.2,1,3.93,3.93
06/06/2023 00:00,ממשלתית בריבית משתנה,1166552,7.5,10,29/11/2030,4.7,50,50,0,97.71,97.71,48.86,50,1,5.18,5.18
06/05/2023 00:00,ממשלתית,1174697,2.7,5,27/02/2026,0.5,300,300,0,90.83,90.8,272.49,1207,4,4.17,4.18
06/05/2023 00:00,ממשלתית,1184076,29.5,31,29/11/2052,2.8,200,200,0,77.27,77.12,154.54,956,4.8,4.25,4.26
06/05/2023 00:00,ממשלתית,1194802,5.7,6,28/02/2029,3.75,300,300,0,99.59,99.56,298.77,1888,6.3,3.93,3.93
06/05/2023 00:00,ממשלתית צמודה,1169564,3.2,6,31/07/2026,0.1,250,250,0,107.09,107.05,267.73,724,2.9,1.09,1.1
06/05/2023 00:00,ממשלתית צמודה,1172220,8.5,11,30/11/2031,0.1,250,250,0,101.18,101.15,252.95,1656,6.6,1.14,1.14
06/05/2023 00:00,ממשלתית בריבית משתנה,1166552,7.5,10,29/11/2030,4.7,200,200,0,97.71,97.71,195.42,1693,8.5,5.18,5.18
5/31/2023 12:00:00 AM,ממשלתית,1135557,2.3,10,31/08/2025,1.75,89,89,0,95.92,95.92,85.37,89,1,4.3,4.3
5/31/2023 12:00:00 AM,ממשלתית,1184076,29.5,31,29/11/2052,2.8,50,50,0,76.35,76.35,38.18,50,1,4.32,4.32
5/31/2023 12:00:00 AM,ממשלתית,1194802,5.8,6,28/02/2029,3.75,62.5,62.5,0,99.51,99.51,62.19,62.5,1,3.93,3.93
5/31/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.2,6,31/07/2026,0.1,50,50,0,107,107,53.5,50,1,1.1,1.1
5/31/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.5,11,30/11/2031,0.1,58.5,58.5,0,100.86,100.86,59,58.5,1,1.17,1.17
5/31/2023 12:00:00 AM,ממשלתית בריבית משתנה,1166552,7.5,10,29/11/2030,4.7,60,51,-9,97.66,97.66,49.81,51,0.9,5.02,5.02
5/30/2023 12:00:00 AM,ממשלתית,1135557,2.3,10,31/08/2025,1.75,300,300,0,95.92,95.92,287.76,1369,4.6,4.3,4.3
5/30/2023 12:00:00 AM,ממשלתית,1184076,29.5,31,29/11/2052,2.8,200,200,0,76.35,76.35,152.7,921,4.6,4.32,4.32
5/30/2023 12:00:00 AM,ממשלתית,1194802,5.7,6,28/02/2029,3.75,250,250,0,99.51,99.51,248.78,1463,5.9,3.93,3.93
5/30/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.2,6,31/07/2026,0.1,200,200,0,107,106.97,214,951,4.8,1.1,1.11
5/30/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.5,11,30/11/2031,0.1,200,200,0,100.86,100.82,201.72,1348,6.7,1.17,1.18
5/30/2023 12:00:00 AM,ממשלתית בריבית משתנה,1166552,7.5,10,29/11/2030,4.55,250,250,0,97.66,97.63,244.15,2255,9,5.21,5.21
5/23/2023 12:00:00 AM,ממשלתית,1180660,8.9,11,30/04/2032,1.3,79.6,79.6,0,80.75,80.75,64.29,79.6,1,3.9,3.9
5/23/2023 12:00:00 AM,ממשלתית,1194802,5.8,6,28/02/2029,3.75,53.2,43.8,-9.4,99.53,99.53,43.59,43.8,0.8,3.91,3.91
5/23/2023 12:00:00 AM,ממשלתית צמודה,1168301,28.5,31,30/11/2051,0.5,58,28.4,-29.6,88.25,88.25,25.09,28.4,0.5,1.36,1.36
5/22/2023 12:00:00 AM,ממשלתית,1180660,8.9,11,30/04/2032,1.3,300,300,0,80.75,80.72,242.25,1215,4.1,3.9,3.9
5/22/2023 12:00:00 AM,ממשלתית,1194802,5.8,6,28/02/2029,3.75,250,250,0,99.53,99.45,248.83,854,3.4,3.91,3.93
5/22/2023 12:00:00 AM,ממשלתית צמודה,1168301,28.5,31,30/11/2051,0.5,200,200,0,88.25,88.2,176.5,869,4.3,1.36,1.36
5/22/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.2,6,31/07/2026,0.1,250,250,0,106.9,106.83,267.25,812,3.2,1.13,1.15
5/22/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.5,11,30/11/2031,0.1,300,300,0,100.72,100.66,302.16,926,3.1,1.19,1.2
5/16/2023 12:00:00 AM,ממשלתית בריבית משתנה,1166552,7.5,10,29/11/2030,4.55,73.5,46,-27.5,98.48,98.48,45.3,46,0.6,5.04,5.04
5/15/2023 12:00:00 AM,ממשלתית,1135557,2.3,10,31/08/2025,1.75,300,300,0,96.5,96.49,289.5,2414.5,8,3.94,3.94
5/15/2023 12:00:00 AM,ממשלתית,1180660,9,11,30/04/2032,1.3,250,250,0,82.8,82.8,207,1178,4.7,3.58,3.58
5/15/2023 12:00:00 AM,ממשלתית,1194802,5.8,6,28/02/2029,3.75,250,250,0,101.09,101.05,252.73,1356.5,5.4,3.6,3.6
5/15/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.5,11,30/11/2031,0.1,250,250,0,102.22,102.15,255.55,965,3.9,0.92,0.93
5/15/2023 12:00:00 AM,ממשלתית בריבית משתנה,1166552,7.5,10,29/11/2030,4.55,300,300,0,98.48,98.46,295.44,1436.5,4.8,5.04,5.04
05/10/2023 00:00,ממשלתית,1135557,2.3,10,31/08/2025,1.75,68.4,68.4,0,96.2,96.2,65.78,68.4,1,4.06,4.06
05/10/2023 00:00,ממשלתית,1180660,9,11,30/04/2032,1.3,75,75,0,81.95,81.95,61.46,75,1,3.7,3.7
05/10/2023 00:00,ממשלתית,1184076,29.6,31,29/11/2052,2.8,59,56.2,-2.8,76.77,76.77,43.13,56.2,1,4.27,4.27
05/10/2023 00:00,ממשלתית צמודה,1169564,3.2,6,31/07/2026,0.1,75,75,0,106.22,106.22,79.67,75,1,1.08,1.08
05/10/2023 00:00,ממשלתית בריבית משתנה,1166552,7.6,10,29/11/2030,4.55,70.8,20.3,-50.5,98.63,98.63,20.05,20.3,0.3,5,5
05/09/2023 00:00,ממשלתית,1135557,2.3,10,31/08/2025,1.75,350,350,0,96.2,96.19,336.7,1980,5.7,4.05,4.06
05/09/2023 00:00,ממשלתית,1180660,9,11,30/04/2032,1.3,250,250,0,81.95,81.95,204.88,1191,4.8,3.7,3.7
05/09/2023 00:00,ממשלתית,1184076,29.6,31,29/11/2052,2.8,200,200,0,76.77,76.74,153.54,1222,6.1,4.27,4.27
05/09/2023 00:00,ממשלתית צמודה,1169564,3.2,6,31/07/2026,0.1,250,250,0,106.22,106.2,265.55,1106,4.4,1.08,1.08
05/09/2023 00:00,ממשלתית בריבית משתנה,1166552,7.6,10,29/11/2030,4.55,300,300,0,98.63,98.61,295.89,1422,4.7,5,5
05/03/2023 00:00,ממשלתית,1135557,2.3,10,31/08/2025,1.75,80.4,76.4,-4,95.95,95.95,73.33,76.4,1,4.14,4.14
05/03/2023 00:00,ממשלתית,1180660,9,11,30/04/2032,1.3,105,104.6,-0.4,81.05,81.05,84.76,104.6,1,3.83,3.83
05/03/2023 00:00,ממשלתית צמודה,1168301,28.6,31,30/11/2051,0.5,44,44,0,87.59,87.59,38.54,44,1,1.35,1.35
05/03/2023 00:00,ממשלתית צמודה,1169564,3.2,6,31/07/2026,0.1,80.4,69.9,-10.6,105.83,105.83,73.93,69.9,0.9,1.19,1.19
05/03/2023 00:00,ממשלתית צמודה,1172220,8.6,11,30/11/2031,0.1,72.4,70.3,-2.1,99.71,99.71,70.07,70.3,1,1.21,1.21
05/02/2023 00:00,ממשלתית,1135557,2.3,10,31/08/2025,1.75,300,300,0,95.95,95.93,287.85,2006,6.7,4.14,4.15
05/02/2023 00:00,ממשלתית,1180660,9,11,30/04/2032,1.3,350,350,0,81.05,81.05,283.68,1935,5.5,3.83,3.83
05/02/2023 00:00,ממשלתית צמודה,1168301,28.6,31,30/11/2051,0.5,200,200,0,87.59,87.42,175.18,681,3.4,1.35,1.36
05/02/2023 00:00,ממשלתית צמודה,1169564,3.2,6,31/07/2026,0.1,250,250,0,105.83,105.8,264.58,1204,4.8,1.19,1.2
05/02/2023 00:00,ממשלתית צמודה,1172220,8.6,11,30/11/2031,0.1,250,250,0,99.71,99.65,249.27,754,3,1.21,1.22
4/24/2023 12:00:00 AM,ממשלתית,1135557,2.4,10,31/08/2025,1.75,310,280,-30,95.85,95.83,268.38,1884.5,6.7,4.14,4.15
4/24/2023 12:00:00 AM,ממשלתית,1184076,29.6,31,29/11/2052,2.8,193.3,152.8,-40.5,75.12,74.85,114.75,966.4,6.3,4.38,4.4
4/24/2023 12:00:00 AM,ממשלתית,1194802,5.8,6,28/02/2029,0,310.5,260.5,-50,99.11,99.05,258.18,903.3,3.4,3.94,3.95
4/24/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.6,11,30/11/2031,0.1,380.5,334.6,-45.9,99.7,99.64,333.6,898.7,2.6,1.21,1.21
4/24/2023 12:00:00 AM,ממשלתית בריבית משתנה,1166552,7.6,10,29/11/2030,4.55,300,300,0,98.81,98.77,296.43,1703,5.7,4.93,4.94
4/18/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.3,6,31/07/2026,0.1,71,23,-48,105.71,105.71,24.31,23,0.3,1.21,1.21
4/17/2023 12:00:00 AM,ממשלתית,1135557,2.4,10,31/08/2025,1.75,250,250,0,95.86,95.86,239.65,1347,5.4,4.11,4.11
4/17/2023 12:00:00 AM,ממשלתית,1180660,9,11,30/04/2032,1.3,300,300,0,81.51,81.36,244.53,664,2.2,3.94,3.96
4/17/2023 12:00:00 AM,ממשלתית,1194802,5.9,6,28/02/2029,0,250,250,0,98.99,98.9,247.48,716,2.9,3.95,3.96
4/17/2023 12:00:00 AM,ממשלתית צמודה,1168301,28.6,31,30/11/2051,0.5,150,150,0,90.79,90.65,136.19,815,5.4,1.21,1.22
4/17/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.3,6,31/07/2026,0.1,250,250,0,105.71,105.67,264.28,686,2.7,1.21,1.21
04/04/2023 00:00,ממשלתית,1180660,9.1,11,30/04/2032,1.3,42.5,41.9,-0.6,82.29,82.29,34.46,41.9,1,3.8,3.8
04/04/2023 00:00,ממשלתית צמודה,1169564,3.3,6,31/07/2026,0.1,62.5,57.7,-4.8,105.98,105.98,61.19,57.7,0.9,1,1
04/04/2023 00:00,ממשלתית צמודה,1172220,8.7,11,30/11/2031,0.1,53.8,21.3,-32.5,101.05,101.05,21.47,21.3,0.4,1,1
04/03/2023 00:00,ממשלתית,1135557,2.4,10,31/08/2025,1.75,250,250,0,95.84,95.82,239.6,973,3.9,4.05,4.06
04/03/2023 00:00,ממשלתית,1180660,9.1,11,30/04/2032,1.3,250,250,0,82.29,82.11,205.73,554,2.2,3.8,3.83
04/03/2023 00:00,ממשלתית צמודה,1169564,3.3,6,31/07/2026,0.1,250,250,0,105.98,105.97,264.95,989,4,1,1
04/03/2023 00:00,ממשלתית צמודה,1172220,8.7,11,30/11/2031,0.1,300,300,0,101.05,100.91,303.15,766,2.6,1,1.01
04/03/2023 00:00,ממשלתית בריבית משתנה,1166552,7.7,10,29/11/2030,4.55,250,250,0,98.6,98.58,246.5,1366,5.5,4.93,4.93
3/28/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.3,6,31/07/2026,0.1,12.5,12.5,0,105.7,105.7,13.21,12.5,1,1.07,1.07
3/28/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.7,11,30/11/2031,0.1,20,20,0,100.31,100.31,20.06,20,1,1.08,1.08
3/27/2023 12:00:00 AM,ממשלתית,1135557,2.4,10,31/08/2025,1.75,300,300,0,95.9,95.9,287.7,1692,5.6,3.98,3.98
3/27/2023 12:00:00 AM,ממשלתית,1180660,9.1,11,30/04/2032,1.3,250,250,0,82.74,82.74,206.85,1226,4.9,3.73,3.73
3/27/2023 12:00:00 AM,ממשלתית,1184076,29.7,31,29/11/2052,2.8,150,150,0,77.85,77.85,116.78,685,4.6,4.17,4.17
3/27/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.3,6,31/07/2026,0.1,250,250,0,105.7,105.69,264.25,846,3.4,1.07,1.07
3/27/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.7,11,30/11/2031,0.1,250,250,0,100.31,100.01,250.78,434,1.7,1.08,1.11
3/21/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.4,6,31/07/2026,0.1,50,50,0,105.74,105.74,52.87,50,1,1.05,1.05
3/20/2023 12:00:00 AM,ממשלתית,1135557,2.4,10,31/08/2025,1.75,250,250,0,95.92,95.85,239.8,472,1.9,3.94,3.98
3/20/2023 12:00:00 AM,ממשלתית,1150879,5.5,10,28/09/2028,2.25,250,250,0,93.6,93.51,234,525,2.1,3.77,3.79
3/20/2023 12:00:00 AM,ממשלתית,1180660,9.1,11,30/04/2032,1.3,200,200,0,83.1,83.08,166.2,655,3.3,3.66,3.67
3/20/2023 12:00:00 AM,ממשלתית צמודה,1168301,28.7,31,30/11/2051,0.5,150,150,0,92.42,92.3,138.63,550,3.7,1.13,1.13
3/20/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.4,6,31/07/2026,0.1,200,200,0,105.74,105.73,211.48,1293,6.5,1.05,1.05
3/20/2023 12:00:00 AM,ממשלתית בריבית משתנה,1166552,7.7,10,29/11/2030,4.55,250,250,0,98.6,98.6,246.5,876,3.5,4.9,4.9
3/13/2023 12:00:00 AM,ממשלתית,1135557,2.5,10,31/08/2025,1.75,250,250,0,95.57,95.5,238.93,1160,4.6,4.07,4.1
3/13/2023 12:00:00 AM,ממשלתית,1150879,5.5,10,28/09/2028,2.25,300,300,0,93.27,93.18,279.81,845,2.8,3.82,3.84
3/13/2023 12:00:00 AM,ממשלתית,1180660,9.1,11,30/04/2032,1.3,250,250,0,82.66,82.56,206.65,942.5,3.8,3.72,3.74
3/13/2023 12:00:00 AM,ממשלתית,1184076,29.7,31,29/11/2052,2.8,200,200,0,79.23,78.75,158.46,583.5,2.9,4.06,4.09
3/13/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.7,11,30/11/2031,0.1,250,250,0,100.73,100.5,251.82,580.5,2.3,0.97,1
03/06/2023 00:00,ממשלתית,1135557,2.5,10,31/08/2025,1.75,292.7,275.2,-17.5,94.77,94.75,260.81,1267.2,4.6,4.4,4.4
03/06/2023 00:00,ממשלתית,1150879,5.6,10,28/09/2028,2.25,309,270,-39,92.11,92.05,248.7,1290,4.7,4.06,4.07
03/06/2023 00:00,ממשלתית צמודה,1168301,28.7,31,30/11/2051,0.5,249,207.5,-41.5,90.4,90.08,187.58,512.5,2.4,1.19,1.21
03/06/2023 00:00,ממשלתית צמודה,1169564,3.4,6,31/07/2026,0.1,360.5,330,-30.5,104.39,104.24,344.49,568,1.7,1.28,1.32
03/06/2023 00:00,ממשלתית בריבית משתנה,1166552,7.7,10,29/11/2030,4.55,250,250,0,99.03,99,247.58,1225,4.9,4.8,4.8
2/28/2023 12:00:00 AM,ממשלתית,1180660,9.2,11,30/04/2032,1.3,58.5,57,-1.5,80.25,80.25,45.74,57,1,4.07,4.07
2/27/2023 12:00:00 AM,ממשלתית,1135557,2.5,10,31/08/2025,1.75,200,200,0,94.66,94.64,189.32,903,4.5,4.41,4.42
2/27/2023 12:00:00 AM,ממשלתית,1180660,9.2,11,30/04/2032,1.3,200,200,0,80.25,80.25,160.5,941,4.7,4.06,4.06
2/27/2023 12:00:00 AM,ממשלתית,1184076,29.8,31,29/11/2052,2.8,200,200,0,77.02,76.77,154.04,645,3.2,4.21,4.23
2/27/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.4,6,31/07/2026,0.1,250,250,0,105.08,104.96,262.7,355,1.4,1.08,1.1
2/27/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.8,11,30/11/2031,0.1,200,200,0,99.54,99.4,199.08,386,1.9,1.1,1.12
2/27/2023 12:00:00 AM,ממשלתית בריבית משתנה,1166552,7.8,10,29/11/2030,3.27,250,250,0,99,99,247.5,911,3.6,3.58,3.58
2/20/2023 12:00:00 AM,ממשלתית,1135557,2.5,10,31/08/2025,1.75,300,300,0,95.57,95.53,286.71,877,2.9,3.98,3.99
2/20/2023 12:00:00 AM,ממשלתית,1150879,5.6,10,28/09/2028,2.25,300,300,0,93.45,93.45,280.35,1642,5.5,3.74,3.74
2/20/2023 12:00:00 AM,ממשלתית,1180660,9.2,11,30/04/2032,1.3,250,250,0,83.33,83.33,208.33,1294,5.2,3.6,3.6
2/20/2023 12:00:00 AM,ממשלתית צמודה,1168301,28.8,31,30/11/2051,0.5,200,200,0,94.59,94.26,189.18,701,3.5,1.02,1.03
2/20/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.8,11,30/11/2031,0.1,200,200,0,101.95,101.86,203.9,1043,5.2,0.82,0.83
2/14/2023 12:00:00 AM,ממשלתית,1135557,2.5,10,31/08/2025,1.75,68.5,40,-28.5,95.99,95.99,38.4,40,0.6,3.76,3.76
2/14/2023 12:00:00 AM,ממשלתית,1150879,5.6,10,28/09/2028,2.25,70,70,0,94.12,94.12,65.88,70,1,3.59,3.59
2/14/2023 12:00:00 AM,ממשלתית,1184076,29.8,31,29/11/2052,2.8,40,40,0,83.51,83.51,33.4,40,1,3.76,3.76
2/13/2023 12:00:00 AM,ממשלתית,1135557,2.5,10,31/08/2025,1.75,250,250,0,95.99,95.93,239.98,1078,4.3,3.76,3.79
2/13/2023 12:00:00 AM,ממשלתית,1150879,5.6,10,28/09/2028,2.25,300,300,0,94.12,94.06,282.36,1168,3.9,3.59,3.6
2/13/2023 12:00:00 AM,ממשלתית,1184076,29.8,31,29/11/2052,2.8,200,200,0,83.51,83.46,167.02,905,4.5,3.76,3.76
2/13/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.5,6,31/07/2026,0.1,250,250,0,105.52,105.47,263.8,880,3.5,0.85,0.87
2/13/2023 12:00:00 AM,ממשלתית בריבית משתנה,1166552,7.8,10,29/11/2030,3.27,250,250,0,99.74,99.67,249.35,1071,4.3,3.45,3.46
02/07/2023 00:00,ממשלתית,1150879,5.6,10,28/09/2028,2.25,70,70,0,95.04,95.04,66.53,70,1,3.39,3.39
02/07/2023 00:00,ממשלתית,1180660,9.2,11,30/04/2032,1.3,75,75,0,85.37,85.37,64.03,75,1,3.29,3.29
02/07/2023 00:00,ממשלתית צמודה,1168301,28.8,31,30/11/2051,0.5,41.5,41.5,0,95.75,95.75,39.74,41.5,1,0.96,0.96
02/07/2023 00:00,ממשלתית צמודה,1172220,8.8,11,30/11/2031,0.1,56.5,56.5,0,102.6,102.6,57.97,56.5,1,0.71,0.71
02/06/2023 00:00,ממשלתית,1135557,2.6,10,31/08/2025,1.75,250,250,0,96.29,96.27,240.73,1084,4.3,3.6,3.61
02/06/2023 00:00,ממשלתית,1150879,5.6,10,28/09/2028,2.25,300,300,0,95.04,95.03,285.12,1277.5,4.3,3.38,3.39
02/06/2023 00:00,ממשלתית,1180660,9.2,11,30/04/2032,1.3,250,250,0,85.37,85.37,213.43,1202.5,4.8,3.29,3.29
02/06/2023 00:00,ממשלתית צמודה,1168301,28.8,31,30/11/2051,0.5,200,200,0,95.75,95.63,191.5,916.5,4.6,0.96,0.96
02/06/2023 00:00,ממשלתית צמודה,1172220,8.8,11,30/11/2031,0.1,200,200,0,102.6,102.54,205.2,1511,7.6,0.71,0.72
1/31/2023 12:00:00 AM,ממשלתית,1150879,5.7,10,28/09/2028,2.25,90,89.9,-0.1,94.67,94.67,85.11,89.9,1,3.45,3.45
1/31/2023 12:00:00 AM,ממשלתית,1162668,2.3,5,30/04/2025,0.5,100,81.7,-18.3,93.76,93.76,76.57,81.7,0.8,3.62,3.62
1/31/2023 12:00:00 AM,ממשלתית צמודה,1168301,28.8,31,30/11/2051,0.5,37,37,0,95.87,95.87,35.52,37,1,0.95,0.95
1/31/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.8,11,30/11/2031,0.1,59,56,-3,102.33,102.33,57.31,56,0.9,0.74,0.74
1/30/2023 12:00:00 AM,ממשלתית,1150879,5.7,10,28/09/2028,2.25,300,300,0,94.67,94.63,284.01,1339,4.5,3.45,3.46
1/30/2023 12:00:00 AM,ממשלתית,1162668,2.3,5,30/04/2025,0.5,350,350,0,93.76,93.75,328.16,1654,4.7,3.61,3.62
1/30/2023 12:00:00 AM,ממשלתית צמודה,1168301,28.8,31,30/11/2051,0.5,150,150,0,95.87,95.8,143.81,738,4.9,0.95,0.96
1/30/2023 12:00:00 AM,ממשלתית צמודה,1169564,3.5,6,31/07/2026,0.1,250,250,0,105.76,105.74,264.4,1371,5.5,0.78,0.78
1/30/2023 12:00:00 AM,ממשלתית צמודה,1172220,8.8,11,30/11/2031,0.1,200,200,0,102.33,102.26,204.66,848,4.2,0.74,0.75
1/24/2023 12:00:00 AM,ממשלתית בריבית משתנה,1166552,7.8,10,29/11/2030,3.27,73,39,-34,99.45,99.45,38.79,39,0.5,3.47,3.47
1/23/2023 12:00:00 AM,ממשלתית,1150879,5.7,10,28/09/2028,2.25,250,250,0,95.37,95.36,238.43,1276,5.1,3.29,3.3
